benchmark,subject,n,accuracy,correct,choice_nll,choice_nll_sum,correct_answer_bpb,correct_answer_neg_log2_sum,correct_answer_utf8_bytes
greekmmlu,__all__,16632,0.52008177008177,8650,1.3079675019232138,21754.11549198689,0.2805857300584848,266983.7756224396,951523
greekmmlu,Accounting,184,0.3967391304347826,73,1.3229033276228597,243.41421228260617,0.2855763151932127,2864.0448650727303,10029
greekmmlu,Agriculture,409,0.4792176039119804,196,1.2257113346764315,501.3159358826604,0.18363005660048481,6461.207171544658,35186
greekmmlu,Art,651,0.4915514592933948,320,1.2105832096060547,788.0896694535415,0.3387633649745406,8613.736081207644,25427
greekmmlu,Biology,418,0.46411483253588515,194,1.5240585100162767,637.0564571868036,0.3968133144852478,8375.93544215461,21108
greekmmlu,Chemistry,81,0.345679012345679,28,1.8827083267449554,152.49937446634138,0.6396835126684476,1270.411456159537,1986
greekmmlu,Civil Engineering,769,0.49024707412223667,377,1.1653099103685207,896.1233210733925,0.3402927316187529,9780.353399454578,28741
greekmmlu,Clinical Knowledge,633,0.5371248025276462,340,1.0674096530066957,675.6703103532384,0.27213240601648614,9093.032214634868,33414
greekmmlu,Computer Networks & Security,63,0.25396825396825395,16,2.4075583831310485,151.67617813725604,0.22900166654445206,1098.9789977468254,4799
greekmmlu,Computer Science,358,0.6145251396648045,220,1.0889805776996868,389.8550468164879,0.23530282287244758,5705.8581518339815,24249
greekmmlu,Computer_Networks_and_Security,23,0.7391304347826086,17,1.5416254157568,35.457384562406396,0.5222703717797446,358.27747504090473,686
greekmmlu,Driving Rules,1658,0.5253317249698432,871,1.0848993172374897,1798.7630679797578,0.1830698371213916,32076.21537155039,175213
greekmmlu,Economics,282,0.5,141,1.278537300196244,360.54751865534075,0.18136252965969504,4355.783874836896,24017
greekmmlu,Education,294,0.46598639455782315,137,1.2401571269917544,364.6061953355758,0.24277096180804694,4383.958028329712,18058
greekmmlu,Electrical Engineering,552,0.447463768115942,247,1.5298013245558633,844.4503311548365,0.3916870554700063,7651.214941551103,19534
greekmmlu,General Knowledge,351,0.5042735042735043,177,1.1855958176898407,416.14413200913407,0.22797301006766021,5137.371781874723,22535
greekmmlu,Geography,422,0.6729857819905213,284,1.1844706981368065,499.8466346137323,0.35605047121577715,6568.419092988657,18448
greekmmlu,Government and Politics,355,0.6816901408450704,242,0.9702144470751348,344.42612871167285,0.2653605963917734,5520.03112614167,20802
greekmmlu,Greek History,674,0.6379821958456974,430,1.0463500694517491,705.239946810479,0.31603308622119,10026.149660367251,31725
greekmmlu,Greek Literature,14,0.5714285714285714,8,1.1693242412713158,16.370539377798423,0.38510781054357046,222.20720668364015,577
greekmmlu,Greek Mythology,238,0.5798319327731093,138,1.075964122467436,256.07946114724973,0.3341424642739749,3750.0808765468205,11223
greekmmlu,Greek Traditions,376,0.5664893617021277,213,1.0079659748144252,378.99520653022387,0.3334873002148631,4847.57139592325,14536
greekmmlu,Law,936,0.391025641025641,366,1.4579036320014398,1364.5977995533476,0.14505925445823406,18119.641592886932,124912
greekmmlu,Management,666,0.5225225225225225,348,1.0937888235337405,728.4633564734712,0.41849822197586756,8878.43977921803,21215
greekmmlu,Maritime Safety and Rescue Operations,148,0.42567567567567566,63,1.2226788464193108,180.956469270058,0.1805855327473364,2596.8199609066974,14380
greekmmlu,Mathematics,1118,0.5322003577817531,595,1.268354079547959,1418.0198609346182,0.7465062568359158,13367.687541160743,17907
greekmmlu,Medicine,534,0.50187265917603,268,1.1479499868064225,613.0052929546296,0.30187633072131076,8821.430136338144,29222
greekmmlu,Modern Greek Language,2358,0.4707379134860051,1110,2.056151661237496,4848.405617198016,0.6513966711300665,47512.87319222705,72940
greekmmlu,Physics,1829,0.5828321487151449,1066,1.0431253077582407,1907.8761878898224,0.23937219781442293,25621.9213096602,107038
greekmmlu,Prehistory,63,0.7142857142857143,45,0.8065877173825634,50.815026195101495,0.2847197488079873,1066.2754592859123,3745
greekmmlu,World History,20,0.85,17,0.6654259691963754,13.308519383927509,0.2664080900392571,301.30754983439977,1131
greekmmlu,World Religions,155,0.6645161290322581,103,1.1099374812474923,172.04030959336131,0.15152571620538474,2536.5404892781407,16740
